Id,MSSubClass,LotFrontage,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,TotalBsmtSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageArea
2794,50,51,6120,Inside,BrkSide,1Fam,1.5Fin,3,5,1930,Gable,728,1162,3,6,258
2795,50,51,6120,Inside,BrkSide,1Fam,1.5Fin,5,7,1930,Gable,741,1324,3,7,180
2796,30,50,11672,Inside,BrkSide,1Fam,1Story,5,5,1925,Gable,816,816,2,4,210
2797,50,90,33120,Inside,OldTown,1Fam,1.5Fin,6,5,1962,Gable,1595,2486,5,8,576
2798,50,60,10320,Inside,IDOTRR,1Fam,1.5Fin,4,5,1924,Gable,596,1430,3,7,370
2799,70,60,7518,FR3,IDOTRR,1Fam,2Story,5,8,1910,Gable,396,1330,3,7,390
2800,30,50,9000,Inside,IDOTRR,1Fam,1Story,5,4,1919,Gable,610,819,2,4,0
2801,30,60,7200,Corner,IDOTRR,1Fam,1Story,6,6,1930,Gable,984,984,3,6,308
2802,50,82,12375,Inside,Sawyer,1Fam,1.5Fin,5,5,1951,Gable,806,1422,3,7,288
2803,90,120,11136,Corner,Sawyer,Duplex,1Story,6,5,1964,Gable,1921,1921,4,8,576
2804,20,100,21370,FR2,Sawyer,1Fam,1Story,5,5,1950,Gable,0,1640,3,7,394
2805,30,55,8250,Inside,Edwards,1Fam,1Story,5,7,1935,Gable,0,1032,2,6,260
2806,30,50,5220,Inside,SWISU,1Fam,1Story,5,3,1936,Gable,830,879,2,4,180
2807,20,50,5500,Inside,SWISU,1Fam,1Story,7,5,2004,Shed,1073,1073,2,4,246
2808,20,NA,11327,Inside,Sawyer,1Fam,1Story,5,6,1967,Hip,1064,1064,3,6,528
2809,80,80,10366,Corner,Sawyer,1Fam,SLvl,6,7,1964,Gable,912,934,2,4,336
2810,20,75,9000,Corner,Sawyer,1Fam,1Story,5,6,1966,Gable,1059,1059,3,6,286
2811,20,NA,9535,Inside,Sawyer,1Fam,1Story,5,5,1967,Gable,1176,1458,3,7,512
2812,80,NA,7176,CulDSac,Sawyer,1Fam,SLvl,6,6,1978,Gable,960,1040,3,6,616
2813,90,NA,9662,Inside,Sawyer,Duplex,1Story,5,4,1977,Gable,1967,1967,6,10,580
2814,90,75,8235,Inside,Sawyer,Duplex,1Story,5,4,1977,Gable,1949,1949,6,10,586
2815,30,NA,17529,Inside,Sawyer,1Fam,1Story,5,5,1924,Gable,872,872,2,5,322
2816,20,NA,20355,Inside,ClearCr,1Fam,1Story,7,6,1967,Gable,1865,1830,2,6,521
2817,20,87,13050,Inside,ClearCr,1Fam,1Story,5,6,1963,Flat,1000,1000,1,4,575
2818,85,72,10820,Corner,Sawyer,1Fam,SFoyer,5,7,1971,Gable,782,810,2,4,576
2819,150,NA,1700,Inside,ClearCr,Twnhs,1.5Fin,7,5,1980,Gable,430,1700,2,7,450
2820,20,75,9375,Corner,Edwards,1Fam,1Story,4,5,1954,Gable,967,1350,3,6,504
2821,50,62,6488,Inside,Edwards,1Fam,1.5Fin,5,5,1942,Gable,799,1150,3,6,215
2822,70,114,19950,Corner,Edwards,1Fam,2Story,6,7,1928,Gable,672,2009,4,8,795
2823,75,60,19800,Inside,Edwards,1Fam,2.5Unf,6,8,1935,Gable,1836,3672,5,7,836
2824,80,78,11679,Inside,Edwards,1Fam,SLvl,5,5,1962,Gable,1776,1560,3,6,528
2825,20,80,12048,Inside,Edwards,1Fam,1Story,5,6,1952,Gable,0,1488,3,7,569
2826,20,70,10519,Inside,Edwards,1Fam,1Story,5,8,1955,Hip,1057,1057,3,6,288
2827,50,75,9525,Inside,Edwards,1Fam,1.5Fin,6,5,1953,Gable,1000,1609,5,7,305
2828,60,88,12128,Inside,SawyerW,1Fam,2Story,6,4,1989,Gable,868,2559,4,9,506
2829,90,73,9069,Inside,SawyerW,Duplex,SFoyer,6,8,1993,Gable,1344,1440,2,8,920
2830,60,133,11003,Inside,CollgCr,1Fam,2Story,7,5,2005,Gable,1308,1876,3,7,848
2831,20,64,7488,Inside,CollgCr,1Fam,1Story,7,5,2005,Gable,1208,1208,2,6,632
2832,20,90,13377,Corner,CollgCr,1Fam,1Story,6,5,2006,Hip,1836,1846,3,7,495
2833,20,78,11645,Inside,CollgCr,1Fam,1Story,8,5,2005,Hip,1570,1590,2,6,754
2834,60,91,10984,Corner,CollgCr,1Fam,2Story,7,5,2005,Gable,945,1809,3,8,638
2835,20,78,9316,Inside,CollgCr,1Fam,1Story,7,5,2005,Gable,1614,1614,3,7,576
2836,60,78,9316,Inside,CollgCr,1Fam,2Story,7,5,2005,Gable,784,1596,3,6,610
2837,20,80,12000,Inside,ClearCr,1Fam,1Story,6,5,1968,Gable,1388,1388,3,6,522
2838,20,95,13015,Corner,CollgCr,1Fam,1Story,5,6,1996,Gable,1100,1100,3,5,462
2839,60,65,12438,Inside,CollgCr,1Fam,2Story,6,5,1995,Gable,781,1499,3,6,473
2840,20,NA,8685,CulDSac,CollgCr,1Fam,1Story,7,5,1998,Gable,1425,1425,3,5,591
2841,60,68,9272,Inside,CollgCr,1Fam,2Story,7,5,1999,Gable,842,1749,3,7,515
2842,60,72,13426,Corner,CollgCr,1Fam,2Story,7,5,1999,Gable,951,1779,3,7,586
2843,60,50,8340,Inside,CollgCr,1Fam,2Story,6,6,1977,Gable,675,1388,3,6,317
2844,80,42,10385,CulDSac,CollgCr,1Fam,SLvl,6,6,1978,Gable,995,1282,3,6,672
2845,20,60,7200,Inside,CollgCr,1Fam,1Story,5,8,1972,Gable,864,864,3,5,297
2846,60,NA,9930,Inside,CollgCr,1Fam,2Story,7,5,2002,Gable,826,1762,3,6,591
2847,60,45,9468,CulDSac,CollgCr,1Fam,2Story,6,5,1999,Gable,840,1755,3,7,530
2848,20,NA,11088,Corner,CollgCr,1Fam,1Story,8,5,2002,Hip,1348,1358,1,5,418
2849,60,70,8726,Inside,CollgCr,1Fam,2Story,7,5,2002,Gable,872,1909,4,8,529
2850,60,67,10566,Inside,CollgCr,1Fam,2Story,8,5,1999,Gable,1090,2214,3,8,646
2851,60,NA,21533,FR2,CollgCr,1Fam,2Story,7,5,1996,Gable,1065,2049,4,9,467
2852,60,90,11250,Corner,CollgCr,1Fam,2Story,7,5,1998,Gable,1054,1939,3,8,555
2853,60,90,11250,Corner,CollgCr,1Fam,2Story,7,5,1995,Gable,930,1995,4,8,610
2854,120,37,4435,Inside,CollgCr,TwnhsE,1Story,6,5,2003,Gable,848,848,1,4,420
2855,20,70,8810,Inside,CollgCr,1Fam,1Story,7,5,2003,Gable,1390,1390,3,7,545
2856,60,74,8581,Inside,CollgCr,1Fam,2Story,7,5,2006,Gable,851,1737,3,7,578
2857,60,70,8400,Inside,CollgCr,1Fam,2Story,7,5,2005,Gable,784,1611,3,6,572
2858,20,65,8772,FR2,CollgCr,1Fam,1Story,7,5,2005,Gable,1336,1336,3,6,502
2859,70,67,8777,Inside,Edwards,1Fam,2Story,4,6,1910,Gable,676,1436,3,6,528
2860,90,38,7840,CulDSac,Edwards,Duplex,SFoyer,6,5,1975,Flat,976,1012,4,4,0
2861,20,73,16133,Inside,Edwards,1Fam,1Story,5,4,1969,Gable,1176,1176,2,5,360
2862,60,62,7162,Inside,Edwards,1Fam,2Story,7,5,2003,Hip,796,1724,3,8,616
2863,20,75,8050,Inside,Edwards,1Fam,1Story,6,5,2002,Gable,914,914,2,4,0
2864,60,90,11060,Corner,Edwards,1Fam,2Story,7,5,2003,Gable,1150,2314,3,9,502
2865,180,35,3675,Inside,Edwards,TwnhsE,SFoyer,6,5,2005,Gable,547,1072,2,5,525
2866,160,24,2522,Inside,Edwards,Twnhs,2Story,7,5,2004,Gable,970,1709,3,7,380
2867,50,56,6956,Inside,Edwards,1Fam,1.5Fin,4,7,1948,Gable,624,936,3,5,265
2868,50,72,7822,Corner,Edwards,1Fam,1.5Fin,6,3,1915,Gable,832,1338,3,7,528
2869,50,62,8707,FR2,Edwards,1Fam,1.5Fin,4,5,1924,Gable,1093,1669,4,9,288
2870,20,60,16012,Inside,Edwards,1Fam,1Story,4,4,1954,Hip,954,1482,3,6,609
2871,50,45,8248,Inside,Edwards,1Fam,1.5Fin,4,4,1922,Gable,864,1414,3,8,0
2872,30,60,8088,Inside,Edwards,1Fam,1Story,2,3,1922,Gable,498,498,1,3,216
2873,50,76,11388,Inside,Edwards,1Fam,1.5Fin,4,7,1910,Gable,616,1273,3,5,275
2874,50,60,10890,Inside,SWISU,1Fam,1.5Fin,5,5,1938,Gable,1058,1551,3,6,240
2875,190,58,6430,Corner,SWISU,2fmCon,1.5Fin,6,6,1945,Gable,780,1340,3,6,440
2876,70,43,7000,Inside,SWISU,1Fam,2Story,7,8,1926,Gable,624,1479,3,6,312
2877,70,69,4899,Corner,SWISU,1Fam,2Story,6,8,1920,Gable,755,1510,3,6,216
2878,70,54,9399,Inside,Crawfor,1Fam,2.5Unf,7,8,1919,Gable,818,1636,4,7,288
2879,50,84,10164,Inside,SWISU,1Fam,1.5Fin,5,5,1939,Gable,992,1465,3,6,240
2880,50,51,6191,Corner,SWISU,1Fam,1.5Fin,5,4,1941,Gable,824,1288,4,6,240
2881,50,66,21780,Inside,Crawfor,1Fam,2Story,6,5,1920,Gable,817,1550,3,7,318
2882,50,80,12400,Inside,Crawfor,1Fam,1.5Fin,5,6,1940,Gable,901,1717,2,7,410
2883,50,81,8170,Inside,Crawfor,1Fam,1.5Fin,7,7,1929,Gable,1022,1671,4,7,451
2884,70,70,12320,Inside,Crawfor,1Fam,2Story,7,7,1932,Gable,637,1609,3,8,579
2885,70,70,14210,Inside,Crawfor,1Fam,2Story,6,7,1930,Gable,697,1801,3,8,365
2886,60,78,15600,Inside,Crawfor,1Fam,2Story,5,7,1950,Gable,1168,2315,4,9,342
2887,30,50,7288,Inside,IDOTRR,1Fam,1Story,5,6,1942,Gable,976,976,2,5,215
2888,50,50,7000,Inside,IDOTRR,1Fam,1.5Fin,6,7,1926,Hip,861,1285,3,6,506
2889,30,61,8534,Inside,IDOTRR,1Fam,1Story,4,4,1925,Gable,432,672,2,4,0
2890,30,50,7030,Inside,IDOTRR,1Fam,1Story,4,6,1925,Gable,641,641,2,4,272
2891,50,75,9060,Inside,IDOTRR,1Fam,1.5Fin,6,5,1957,Gable,967,1638,4,6,384
2892,30,69,12366,Inside,IDOTRR,1Fam,1Story,3,5,1945,Gable,0,729,2,5,0
2893,190,50,9000,Inside,IDOTRR,2fmCon,1.5Fin,5,6,1951,Gable,660,1396,4,8,0
2894,50,60,8520,Inside,IDOTRR,1Fam,1.5Fin,3,5,1916,Gable,216,936,2,6,0
2895,120,41,5748,Inside,Crawfor,TwnhsE,1Story,8,5,2005,Hip,1573,1778,2,5,495
2896,120,44,3842,Inside,Crawfor,TwnhsE,1Story,8,5,2004,Hip,1594,1646,2,5,525
2897,20,69,23580,Inside,Mitchel,1Fam,1Story,6,6,1979,Gable,1625,1625,3,6,576
2898,90,65,8385,Inside,Mitchel,Duplex,1Story,6,5,1978,Gable,1664,1664,4,10,616
2899,20,70,9116,Corner,Mitchel,1Fam,1Story,8,5,2001,Hip,1491,1491,3,7,490
2900,80,140,11080,Corner,Mitchel,1Fam,SLvl,6,6,1975,Gable,1128,1210,3,6,528
2901,20,NA,50102,Inside,Timber,1Fam,1Story,6,5,1958,Gable,1632,1650,2,6,518
2902,20,NA,8098,Inside,Timber,1Fam,1Story,6,5,2000,Gable,1381,1403,2,5,470
2903,20,95,13618,Corner,Timber,1Fam,1Story,8,5,2005,Gable,1728,1960,3,8,714
2904,20,88,11577,Inside,Timber,1Fam,1Story,9,5,2005,Hip,1838,1838,3,9,682
2905,20,125,31250,Inside,Mitchel,1Fam,1Story,1,3,1951,Gable,0,1600,3,6,270
2906,90,78,7020,Inside,Mitchel,Duplex,SFoyer,7,5,1997,Gable,1288,1368,2,8,784
2907,160,41,2665,Inside,MeadowV,TwnhsE,2Story,5,6,1977,Gable,264,1304,3,5,336
2908,20,58,10172,Inside,Mitchel,1Fam,1Story,5,7,1968,Gable,864,874,3,5,288
2909,90,NA,11836,Corner,Mitchel,Duplex,1Story,5,5,1970,Gable,1652,1652,4,8,928
2910,180,21,1470,Inside,MeadowV,Twnhs,SFoyer,4,6,1970,Gable,630,630,1,3,0
2911,160,21,1484,Inside,MeadowV,TwnhsE,2Story,4,4,1972,Gable,546,1092,3,5,253
2912,20,80,13384,Inside,Mitchel,1Fam,1Story,5,5,1969,Gable,1104,1360,3,8,336
2913,160,21,1533,Inside,MeadowV,Twnhs,2Story,4,5,1970,Gable,546,1092,3,5,286
2914,160,21,1526,Inside,MeadowV,Twnhs,2Story,4,5,1970,Gable,546,1092,3,5,0
2915,160,21,1936,Inside,MeadowV,Twnhs,2Story,4,7,1970,Gable,546,1092,3,5,0
2916,160,21,1894,Inside,MeadowV,TwnhsE,2Story,4,5,1970,Gable,546,1092,3,6,286
2917,20,160,20000,Inside,Mitchel,1Fam,1Story,5,7,1960,Gable,1224,1224,4,7,576
2918,85,62,10441,Inside,Mitchel,1Fam,SFoyer,5,5,1992,Gable,912,970,3,6,0
2919,60,74,9627,Inside,Mitchel,1Fam,2Story,7,5,1993,Gable,996,2000,3,9,650
